Title,Жанры,Страна,Год выпуска,Продолжительность,Режиссер,Качество видео,Формат видео,Субтитры,Тип,Статус,Размер,Скачан
,"Древнекитайский эпос, восточные единоборства","Гонконг, Китай",2002,1.8299999999999998,Чжан Имоу / Zhang Yimou,DVDRip,AVI,русские,обычная,проверено,1.72,4339
"  / The Warped Ones / Kyonetsu no kisetsu (  / Koreyoshi Kurahara) [1960, , , DVDRip] + Sub Rus Eng",драма,Япония,1960,1.2597222222222222,,DVDRip,AVI,,обычная,проверено,0.70810546875,649
"   - / Kung fu (  / Stephen Chow) [2004, , , , , , , BDRip]","боевик, фэнтези, комедия, криминал","Гонконг, Китай",2004,0,Стивен Чоу / Stephen Chow,,,,обычная,проверено,1.46,30675
"  / Iron Maze (  / Hiroaki Yoshida) [1991, , , , , DVDRip] DVO + Sub Rus + Original Eng","триллер, драма","США, Япония",1991,1.6325,Нироаки Йошида / Hiroaki Yoshida,DVDRip,AVI,есть (русские),обычная,проверено,1.7,784 
"  2 /    / Yeogo goedam II / Whispering Corridors 2: Memento Mori (   / Tae-Yong Kim,    / Kyu-Dong Min) [1999,  , , , , DVDRip] VO + Original + Sub Rus","Ужасы, драма, мелодрама",Южная Корея,1999,1.6472222222222221,,DVDRip,AVI,русские,обычная,проверено,1.46,2125
,"боевик, фантастика",Китай,2021,1.3747222222222222,,BDRip | ,AVI,нет,обычная,проверено,1.46,3196
,,,,0,,,,,обычная,проверено,1.46,931
"  5 /   5:    / Lone Wolf and Cub: A child in a wheelchair to the edge of the demons / Kozure Okami: Meifu (  / Kenji Misumi) [1973, , ,  , HDRip] AVO (  (v2)) + Original Jpn","драма, самурайский боевик",Япония,1973,1.4888888888888887,Кэндзи Мисуми / Kenji Misumi,HDRip,AVI,нет,обычная,проверено,1.35,295
,боевик / мистика / триллер,Гонконг,1996,1.6491666666666667,Лам Вай-Лун / Lun Ah,,,,обычная,проверено,1.41,1870
"  6:    / Lone Wolf and Cub: White heavens hell / Kozure okami: Jigoku e ikuzo! Daigoro (  / Yoshiyuki Kuroda) [1974, , ,  , HDRip] AVO + Original + Sub","драма, самурайский боевик",Япония,1974,1.3930555555555555,Йошиюки Курода / Yoshiyuki Kuroda,HDRip,AVI,русские ,обычная,проверено,1.48,1685
,"Драма, Эротика, BDSM, Pink eiga",Япония,2007,1.0238888888888888,Осаму Сато / Osamu Sato,DVDRip,AVI,английские,обычная,сомнительно,1.15,10203 
,"боевик, триллер, драма, криминал","Гонконг, Китай, Сингапур",2003,1.991111111111111,"Вэй Кеунг Лау / Wai Keung Lau, Сиу Фай Мак / Siu Fai Mak",,,,обычная,проверено,2.99,2475
,"фантастика, боевик",Китай,2023,2.886388888888889,Франт Гво / Frant Gwo,WEB-DLRip-AVC,MKV,русские ,обычная,временная,2.91,41048
,Триллер,Южная Корея,2013,1.983611111111111,"Чо Ый Сок / Jo Eui-seok, Ким Бён Со / Kim Byeong-seo",HDRip,AVI,нет,обычная,проверено,1.61,2459
"   / Himitsu no Hanazono / My Secret Cache (  / Shinobu Yaguchi) [1997, , , ,, DVDRip] VO (liosaa) + Sub Rus, Eng + Original Jpn","комедия, приключения, дзен",Япония,1997,1.3836111111111111,Синобу Ягути / Shinobu Yaguchi,DVDRip,AVI,русские ,обычная,проверено,1.36,293 
"  / Light of Africa / Afurika no hikari (  / Tatsumi Kumashiro) [1975, , , , VHSRip] + Sub Rus + Original Jpn","драма, эротика",Япония,1975,1.5744444444444445,,VHSRip,AVI,,обычная,проверено,1.45,1314
"   / The Most Valuable Madam / Saiko shukun fujin (  / Yasuzo Masumura) [1959, , , HDRip] + Sub Rus + Original Jpn",комедия,Япония,1959,1.5858333333333334,,HDRip,AVI,,обычная,проверено,1.6,142 
,"романтика, комедия",,2005,1.6677777777777778,Ки-хван Ох / Ki-hwan Oh,DVDRip (происхождение неизвестно),AVI,нет,обычная,проверено,1.55,1587
,,,,0,,,,,обычная,проверено,1.45,10380
" :  / Ruroni Kenshin: The Beginning / Ruroni Kenshin: Sai shusho - The Beginningl (  / Keishi Ohtomo) [2021, , , , , драма, WEB-DLRip-AVC] DVO + Original JP + Sub Rus, WEB-DLRip-AV","исторический, драма, боевик, приключения, боевые искусства",Япония,2021,2.3025,Кэиси Отомо / Keishi Ohtomo,,mkv,,обычная,проверено,2.18,1244 
" город 2 / Beomjoe dosi 2 / The Roundup (Ли Сан-ён / Lee Sang-yong) [2022, Южная Корея, криминал, боевик, триллер, WEB-DLRip] [Локализованный видеоряд] Dub (CPI Films) 2 / Beomjoe dosi 2 / The Roundup ( - / Lee Sang-yong) [2022,  , , , , WEB-DLRip] [ый видеоряд] Dub (CPI Films) ] Dub (CPI Films)","криминал, боевик, триллер",Корея Южная,2022,1.7658333333333334,,WEB-DLRip,AVI,нет,обычная,проверено,1.46,7809
,"драма, триллер, мистика, ужасы",Япония,2000,1.5538888888888889,Киёси Куросава / Kiyoshi Kurosawa,DVDRip-AVC,MKV,русские ,обычная,проверено,2.19,445
,"боевик, криминал, триллер",Корея Южная,2017,2.018611111111111,Кан Юн-сон / Kang Yoon-seong,BDRip | ,AVI,"русские, английские",обычная,проверено,2.18,7898
" /  / Pulse / Kairo (  / Kiyoshi Kurosawa) [2001, , ская сказка, ужасы, DVDRip-AVC] DVO (R5) + AVO (В. Штейн) + Sub Rus, Eng + Original Jpn , , DVDRip-AVC] DVO (R5) + AVO (. ) + Sub Rus, Eng + Original Jpn","апокалиптическая сказка, ужасы",Япония,2001,1.9019444444444444,Киёси Куросава / Kiyoshi Kurosawa,DVDRip-AVC,MKV,"русские (с лицензии), английские",обычная,проверено,2.14,3214
"  ! / Oh, My Son! / Shodo satsujin: Musuko yo (  / Keisuke Kinoshita) [1979, , , DVDRip] (Rus) (Eng) + Sub",драма,Япония,1979,2.1741666666666664,,DVDRip,AVI,русские,обычная,проверено,1.47,596
"  / Distant Clouds / The Tattered Wings / Tooi kumo (  / Keisuke Kinoshita) [1955, , , DVDRip] Sub Rus Eng",драма,Япония,1955,1.6594444444444443,,DVDRip,AVI,,обычная,сомнительно,1.12,463 
"  / Eye in the Sky / Gun chung (   / Yau Nai-Hoi) [2007, , , , DVDRip] DVO","криминал, триллер",Гонконг,2007,1.4933333333333332,Яу Най Хой / Yau Nai-Hoi,DVDRip (DVD9),AVI,,обычная,проверено,1.46,1346
,"триллер, детектив, криминал",Корея Южная,2023,1.9619444444444445,,WEB-DLRip-AVC,MKV,"английские, русские, украинские",обычная,проверено,1.85,1489
"  /   / Bloodfight / Fainaru faito - Saigo no ichigeki (  / Shugi Goto) [1989, ,  , BDRip] AVO ( ) + AVO ( )",,,,0,,,AVI,нет,обычная,проверено,1.45,1008
,"ужасы, J-horror",Япония,2005,1.9119444444444444,Коши Шираиши / Kôji Shiraishi,,,,обычная,проверено,1.87,6297
,"фантастика, боевик",Китай,2019,2.091666666666667,Франт Гво / Frant Gwo,WEB-DLRip,AVI,"русские, английские",обычная,проверено,2.17,27655
" семьи / Семейка на выживании / Sabaibaru famiri / SURVIVAL FAMILY (Шинобу Ягучи / Shinobu Yaguchi) [2017, Япония, Комедия, Фантастика, фильм-катастрофа, BDRip-AVC] DVO /    / Sabaibaru famiri / SURVIVAL FAMILY (  / Shinobu Yaguchi) [2017, , , , -рофа, BDRip-AVC] DVO, BDRip-AVC] DVO","Комедия, Фантастика, фильм-катастрофа",Япония,2017,1.9486111111111113,Шинобу Ягучи / Shinobu Yaguchi,BDRip-AVC(исходник - Survival Family 2017 1080p BluRay AVC DTS-HD MA 5.1-DIY@TTG),MKV,нет,обычная,сомнительно,2.16,2809
,"боевик, криминал",Корея Южная,2022,1.525,Чхве Джэ-хун / Choi Jae-hoon,WEB-DLRip,AVI,нет,обычная,проверено,1.46,6566
"  2 / Police Story 2 / Ging chaat goo si juk jaap (  / Jackie Chan) [1988, , , , , , VHSRip] MVO ()","боевик, триллер, комедия, криминал",Гонконг,1988,1.5202777777777778,Джеки Чан / Jackie Chan,VHSRip,mpg,нет,обычная,проверено,4.27,1366
"     /     / Zakurozaka no adauchi / Snow on the Blades (  / Setsuro Wakamatsu) [2014, , , , , , HDRip] VO (. ) + Sub Rus, Eng + Original Jpn","Боевик, драма, история","Япония, Кипр",2014,2.003888888888889,Сетсуру Вакаматсу / Setsuro Wakamatsu,HDRip,AVI,"английские, русские (",обычная,проверено,2.18,413
" / Rimembeo / Remember ( - /    / Il-Hyeong Lee / Lee Il-hyung) [2022,  , , , WEB-DLRip] MVO (Jaskier)","драма, триллер",Южная Корея,2022,2.140833333333333,Ли Иль-хён / Ли Иль Хён / Il-Hyeong Lee / Lee Il-hyung,WEB-DLRip,AVI,корейские (,обычная,проверено,1.46,2473 
,"драма, комедия",Гонконг,1975,1.6047222222222222,Чжу Му / Chu Mu,,,,обычная,проверено,1.46,2181
"  3:    / Shaolin Temple 3: martial arts of Shaolin ( -) [1986, , ,  /евик, DVDRip], DVDRip]",боевые искусства/боевик,"Гонконг, Китай",1986,0,Лау Ка-Люнг,,,,обычная,проверено,0.6275390625,4785
" а / Hentai byoto: SM shinryo-shitsu / Pervert Ward - S&M Clinic (Хисаясу Сато / Hisayasu Sato) [1989, Япония, pinku eiga, триллер, VHSRip] Sub Rus / Hentai byoto: SM shinryo-shit  / Hisayasu Sato) [1989, , pinku eiga, , VHSRip] Sub Rus","pinku eiga, триллер",Япония,1989,0.9047222222222222,Хисаясу Сато / Hisayasu Sato,VHSRip,AVI,,обычная,сомнительно,0.68359375,1651
,"Ужасы, мистика, триллер",Япония,,1.2833333333333334,Хисаясу Сато,,,,обычная,проверено,0.64599609375,2763 
,"Фэнтези, боевик, комедия","Китай, Гонконг",2015,1.951111111111111,Раман Хюи / Raman Hui,HDRip,AVI,нет,обычная,проверено,0.731640625,1567
"   / Till we meet again / Ashita kuru hito (  / Yuzo Kawashima) [1955, , , DVDRip] + Sub Rus + Original Jpn",драма,Япония,1955,1.9219444444444445,,DVDRip,AVI,,обычная,проверено,1.46,744 
"   / Tales of Ginza / Ginza 24 chou (  / Yuzo Kawashima) [1955, , , DVDRip] + Sub Rus + Original Jpn",драма,Япония,1955,1.9441666666666668,,DVDRip,AVI,,обычная,проверено,1.46,843 
,"Комедия, драма, криминал",Китай,2018,0,Чжан Пу / Zhang Pu,WEB-DL,MKV,,обычная,сомнительно,1.67,1077
,Драма,Китай Монголия,1995,1.4469444444444444,"Майлиси / Mailisi, Сай Фу / Saifu",DVDRip,AVI,"Английские, китайские",обычная,проверено,1.46,231
,"триллер, эротика",Япония,2014,1.8530555555555557,Хадзимэ Хасимото / Hajime Hashimoto,HDRip,AVI,нет,обычная,проверено,1.45,1878
,"триллер, мелодрама, драма, военный","США, Тайвань, Гонконг, Китай",2007,2.637222222222222,Энг Ли,,,,обычная,проверено,1.46,22794 
"  / Our Town / Waga machi (  / Yuzo Kawashima) [1956, , , DVDRip] + Sub Rus + Original Jpn",драма,Япония,1956,1.635,,DVDRip,AVI,,обычная,проверено,0.82421875,188
"  \ Mama's Boy\ 初恋慢半拍 (  / Arvin Chen) [2022, , , WEBRip-AVC] Sub Rus + Original Zho",Драма,Тайвань,2022,1.6322222222222222,Арвин Чен / Arvin Chen,WEBRip,MKV,русские,обычная,временная,2.8,87
"   / Tale of Two Sisters / Janghwa, Hongryeon (   / Ji-woon Kim) [2003,  , , , , HDRip] 2x AVO + Original Kor + Sub (rus, eng)","ужасы, триллер, драма",Южная Корея,2003,1.9091666666666667,Ким Чжи Ун / Ji-woon Kim,HDRip,AVI,"русские, английские ",обычная,проверено,2.76,5478
" / Gorgeous / Boh lee chun (Винсент Кок / Vincent Kok) [1999, Гонконг, Тайвань, мелодрама, комедия, боевик, BDRip] [Полная Версия] 2 x MVO (ОРТ, Видеосервис DVD) + 2 x DVO (Garsu Pasaulis, Видеосервис VHS) + AVO (Живов)  / Vincent Kok) [1999, , , , , , BDRip] [ ] 2 x MVO (,  DVD) + 2 x DVO (Garsu Pasaulis,  VHS) + AVO ()","мелодрама, комедия, боевик","Гонконг, Тайвань",1999,1.993611111111111,Винсент Кок / Vincent Kok,BDRip,AVI,нет,обычная,проверено,2.37,6405
" / Confucius / Kong Zi (  / Hu Mei) [2010, , , , , DVDRip] Dub () + Sub Rus + Original","драма, биография, история",Китай ,2010,1.9980555555555557,,DVDRip,AVI,русские,обычная,проверено,1.46,3992 
"   /  / The Contract Killer / Sat sau ji wong / Hitman (  / Wei Tung) [1998, , , , HDRip] AVO ( ) + Original Zho",Комедийный боевик,Гонконг,1998,1.7380555555555555,Вэй Тунг / Wei Tung,HDRip,AVI,нет,обычная,проверено,1.47,1278
" .  1  2 / Hungry soul / Ueru tamashii - Zoku ueru tamashii (  / Yuzo Kawashima) [1956, , , DVDRip] + Sub Rus + Original Jpn",драма,Япония,1956,1.3180555555555555,,DVDRip,AVI,,обычная,проверено,3.07,211
".  1 / Oegye+in 1bu / Alienoid ( - /    / Dong-hoon Choi) [2022,  , , , ,, BDRip] MVO (Jaskier)","фантастика, боевик, приключения, фэнтези",Южная Корея,2022,2.3802777777777777,,BDRip | ,AVI,нет,обычная,проверено,1.46,1419
